protocol,medium,cc,bandwidth,rtt
QUIC,wired,CUBIC,10mbps,42.475212
QUIC,wired,CUBIC,10mbps,39.006992
QUIC,wired,CUBIC,10mbps,34.430927
QUIC,wired,CUBIC,10mbps,34.63584
QUIC,wired,CUBIC,10mbps,34.34025
QUIC,wired,CUBIC,10mbps,33.035194
QUIC,wired,CUBIC,10mbps,34.127964
QUIC,wired,CUBIC,10mbps,32.083008
QUIC,wired,CUBIC,10mbps,32.22647
QUIC,wired,CUBIC,10mbps,33.17309
QUIC,wired,CUBIC,10mbps,33.273457
QUIC,wired,CUBIC,10mbps,34.383312
QUIC,wired,CUBIC,10mbps,34.561447
QUIC,wired,CUBIC,10mbps,35.96343
QUIC,wired,CUBIC,10mbps,34.434628
QUIC,wired,CUBIC,10mbps,35.8259
QUIC,wired,CUBIC,10mbps,35.584053
QUIC,wired,CUBIC,10mbps,35.015957
QUIC,wired,CUBIC,10mbps,34.485226
QUIC,wired,CUBIC,10mbps,31.644833
QUIC,wired,CUBIC,10mbps,33.723923
QUIC,wired,CUBIC,10mbps,34.082035
QUIC,wired,CUBIC,10mbps,32.71656
QUIC,wired,CUBIC,10mbps,33.859756
QUIC,wired,CUBIC,10mbps,31.39019
QUIC,wired,CUBIC,10mbps,28.102112
QUIC,wired,CUBIC,10mbps,28.893852
QUIC,wired,CUBIC,10mbps,26.64016
QUIC,wired,CUBIC,10mbps,25.471027
QUIC,wired,CUBIC,10mbps,25.955065
QUIC,wired,CUBIC,10mbps,27.255116
QUIC,wired,CUBIC,10mbps,27.292162
QUIC,wired,CUBIC,10mbps,28.592007
QUIC,wired,CUBIC,10mbps,32.481472
QUIC,wired,CUBIC,10mbps,32.7015
QUIC,wired,CUBIC,10mbps,35.970364
QUIC,wired,CUBIC,10mbps,35.288506
QUIC,wired,CUBIC,10mbps,35.288696
QUIC,wired,CUBIC,10mbps,35.4708
QUIC,wired,CUBIC,10mbps,32.247314
QUIC,wired,CUBIC,10mbps,28.487268
QUIC,wired,CUBIC,10mbps,26.259987
QUIC,wired,CUBIC,10mbps,25.797216
QUIC,wired,CUBIC,10mbps,26.269136
QUIC,wired,CUBIC,10mbps,28.779215
QUIC,wired,CUBIC,10mbps,31.13918
QUIC,wired,CUBIC,10mbps,32.29351
QUIC,wired,CUBIC,10mbps,33.946568
QUIC,wired,CUBIC,10mbps,35.24442
QUIC,wired,CUBIC,10mbps,36.934666
QUIC,wired,CUBIC,10mbps,37.44794
QUIC,wired,CUBIC,10mbps,38.723682
QUIC,wired,CUBIC,10mbps,39.567123
QUIC,wired,CUBIC,10mbps,40.856335
QUIC,wired,CUBIC,10mbps,40.889183
QUIC,wired,CUBIC,10mbps,41.445335
QUIC,wired,CUBIC,10mbps,41.660744
QUIC,wired,CUBIC,10mbps,42.53127
QUIC,wired,CUBIC,10mbps,42.897884
QUIC,wired,CUBIC,10mbps,44.03206
QUIC,wired,CUBIC,10mbps,44.20206
QUIC,wired,CUBIC,10mbps,45.03217
QUIC,wired,CUBIC,10mbps,45.638264
QUIC,wired,CUBIC,10mbps,45.597717
QUIC,wired,CUBIC,10mbps,45.718857
QUIC,wired,CUBIC,10mbps,46.38555
QUIC,wired,CUBIC,10mbps,47.092308
QUIC,wired,CUBIC,10mbps,46.629105
QUIC,wired,CUBIC,10mbps,47.027466
QUIC,wired,CUBIC,10mbps,46.295017
QUIC,wired,CUBIC,10mbps,46.171417
QUIC,wired,CUBIC,10mbps,46.226048
QUIC,wired,CUBIC,10mbps,46.835407
QUIC,wired,CUBIC,10mbps,46.280132
QUIC,wired,CUBIC,10mbps,46.468697
QUIC,wired,CUBIC,10mbps,46.767113
QUIC,wired,CUBIC,10mbps,46.745758
QUIC,wired,CUBIC,10mbps,46.75228
QUIC,wired,CUBIC,10mbps,47.70496
QUIC,wired,CUBIC,10mbps,49.175587
QUIC,wired,CUBIC,10mbps,49.278614
QUIC,wired,CUBIC,10mbps,49.503925
QUIC,wired,CUBIC,10mbps,48.753986
QUIC,wired,CUBIC,10mbps,49.98407
QUIC,wired,CUBIC,10mbps,49.159073
QUIC,wired,CUBIC,10mbps,50.351593
QUIC,wired,CUBIC,10mbps,50.417618
QUIC,wired,CUBIC,10mbps,50.100395
QUIC,wired,CUBIC,10mbps,49.833847
QUIC,wired,CUBIC,10mbps,50.54292
QUIC,wired,CUBIC,10mbps,51.97744
QUIC,wired,CUBIC,10mbps,52.163048
QUIC,wired,CUBIC,10mbps,52.727192
QUIC,wired,CUBIC,10mbps,54.032135
QUIC,wired,CUBIC,10mbps,55.750412
QUIC,wired,CUBIC,10mbps,56.13426
QUIC,wired,CUBIC,10mbps,56.590637
QUIC,wired,CUBIC,10mbps,55.51101
QUIC,wired,CUBIC,10mbps,56.20187
QUIC,wired,CUBIC,10mbps,56.273182
QUIC,wired,CUBIC,10mbps,57.287403
QUIC,wired,CUBIC,10mbps,57.035736
QUIC,wired,CUBIC,10mbps,57.517735
QUIC,wired,CUBIC,10mbps,57.29741
QUIC,wired,CUBIC,10mbps,57.216045
QUIC,wired,CUBIC,10mbps,58.250126
QUIC,wired,CUBIC,10mbps,58.61413
QUIC,wired,CUBIC,10mbps,58.409817
QUIC,wired,CUBIC,10mbps,58.98418
QUIC,wired,CUBIC,10mbps,61.75511
QUIC,wired,CUBIC,10mbps,61.80215
QUIC,wired,CUBIC,10mbps,61.589664
QUIC,wired,CUBIC,10mbps,64.34254
QUIC,wired,CUBIC,10mbps,64.37508
QUIC,wired,CUBIC,10mbps,64.12923
QUIC,wired,CUBIC,10mbps,64.87213
QUIC,wired,CUBIC,10mbps,64.43228
QUIC,wired,CUBIC,10mbps,66.97789
QUIC,wired,CUBIC,10mbps,66.96193
QUIC,wired,CUBIC,10mbps,67.20797
QUIC,wired,CUBIC,10mbps,67.570114
QUIC,wired,CUBIC,10mbps,67.428764
QUIC,wired,CUBIC,10mbps,69.6856
QUIC,wired,CUBIC,10mbps,69.60167
QUIC,wired,CUBIC,10mbps,69.132744
QUIC,wired,CUBIC,10mbps,68.45679
QUIC,wired,CUBIC,10mbps,68.94136
QUIC,wired,CUBIC,10mbps,68.70434
QUIC,wired,CUBIC,10mbps,69.427734
QUIC,wired,CUBIC,10mbps,69.5416
QUIC,wired,CUBIC,10mbps,69.23128
QUIC,wired,CUBIC,10mbps,68.95657
QUIC,wired,CUBIC,10mbps,69.80788
QUIC,wired,CUBIC,10mbps,70.6969
QUIC,wired,CUBIC,10mbps,71.46545
QUIC,wired,CUBIC,10mbps,71.84813
QUIC,wired,CUBIC,10mbps,72.08837
QUIC,wired,CUBIC,10mbps,72.41837
QUIC,wired,CUBIC,10mbps,72.17311
QUIC,wired,CUBIC,10mbps,71.68451
QUIC,wired,CUBIC,10mbps,71.281494
QUIC,wired,CUBIC,10mbps,70.6815
QUIC,wired,CUBIC,10mbps,68.59335
QUIC,wired,CUBIC,10mbps,68.52469
QUIC,wired,CUBIC,10mbps,68.80485
QUIC,wired,CUBIC,10mbps,68.440605
QUIC,wired,CUBIC,10mbps,68.96057
QUIC,wired,CUBIC,10mbps,65.42912
QUIC,wired,CUBIC,10mbps,62.033264
QUIC,wired,CUBIC,10mbps,60.99089
QUIC,wired,CUBIC,10mbps,58.13681
QUIC,wired,CUBIC,10mbps,59.033737
QUIC,wired,CUBIC,10mbps,57.16942
QUIC,wired,CUBIC,10mbps,55.89592
QUIC,wired,CUBIC,10mbps,54.81351
QUIC,wired,CUBIC,10mbps,53.363136
QUIC,wired,CUBIC,10mbps,50.763508
QUIC,wired,CUBIC,10mbps,48.550423
QUIC,wired,CUBIC,10mbps,48.044006
QUIC,wired,CUBIC,10mbps,44.717495
QUIC,wired,CUBIC,10mbps,46.019928
QUIC,wired,CUBIC,10mbps,48.118347
QUIC,wired,CUBIC,10mbps,49.82324
QUIC,wired,CUBIC,10mbps,51.322
QUIC,wired,CUBIC,10mbps,51.00637
QUIC,wired,CUBIC,10mbps,52.354485
QUIC,wired,CUBIC,10mbps,53.13357
QUIC,wired,CUBIC,10mbps,54.090603
QUIC,wired,CUBIC,10mbps,55.205616
QUIC,wired,CUBIC,10mbps,56.3126
QUIC,wired,CUBIC,10mbps,56.866566
QUIC,wired,CUBIC,10mbps,57.23395
QUIC,wired,CUBIC,10mbps,57.98075
QUIC,wired,CUBIC,10mbps,56.737488
QUIC,wired,CUBIC,10mbps,57.142864
QUIC,wired,CUBIC,10mbps,58.024864
QUIC,wired,CUBIC,10mbps,57.8388
QUIC,wired,CUBIC,10mbps,58.778625
QUIC,wired,CUBIC,10mbps,58.51503
QUIC,wired,CUBIC,10mbps,58.285587
QUIC,wired,CUBIC,10mbps,61.29908
QUIC,wired,CUBIC,10mbps,62.506683
QUIC,wired,CUBIC,10mbps,62.606327
QUIC,wired,CUBIC,10mbps,63.379524
QUIC,wired,CUBIC,10mbps,61.463573
QUIC,wired,CUBIC,10mbps,64.26138
QUIC,wired,CUBIC,10mbps,64.00756
QUIC,wired,CUBIC,10mbps,64.06017
QUIC,wired,CUBIC,10mbps,64.67476
QUIC,wired,CUBIC,10mbps,64.53433
QUIC,wired,CUBIC,10mbps,64.82646
QUIC,wired,CUBIC,10mbps,64.031845
QUIC,wired,CUBIC,10mbps,61.76123
QUIC,wired,CUBIC,10mbps,59.840324
QUIC,wired,CUBIC,10mbps,61.0716
QUIC,wired,CUBIC,10mbps,61.36349
QUIC,wired,CUBIC,10mbps,62.0898
QUIC,wired,CUBIC,10mbps,62.57172
QUIC,wired,CUBIC,10mbps,60.993885
QUIC,wired,CUBIC,10mbps,60.312447
QUIC,wired,CUBIC,10mbps,58.920254
QUIC,wired,CUBIC,10mbps,58.855453
QUIC,wired,CUBIC,10mbps,57.766003
QUIC,wired,CUBIC,10mbps,57.87694
QUIC,wired,CUBIC,10mbps,57.923454
QUIC,wired,CUBIC,10mbps,56.072426
QUIC,wired,CUBIC,10mbps,55.323105
QUIC,wired,CUBIC,10mbps,53.95271
QUIC,wired,CUBIC,10mbps,54.2485
QUIC,wired,CUBIC,10mbps,53.871395
QUIC,wired,CUBIC,10mbps,52.62804
QUIC,wired,CUBIC,10mbps,50.870945
QUIC,wired,CUBIC,10mbps,50.246735
QUIC,wired,CUBIC,10mbps,47.537434
QUIC,wired,CUBIC,10mbps,47.483017
QUIC,wired,CUBIC,10mbps,47.60974
QUIC,wired,CUBIC,10mbps,46.486977
QUIC,wired,CUBIC,10mbps,46.388752
QUIC,wired,CUBIC,10mbps,47.057007
QUIC,wired,CUBIC,10mbps,46.758636
QUIC,wired,CUBIC,10mbps,46.700287
QUIC,wired,CUBIC,10mbps,45.745255
QUIC,wired,CUBIC,10mbps,45.188725
QUIC,wired,CUBIC,10mbps,46.257942
QUIC,wired,CUBIC,10mbps,43.599342
QUIC,wired,CUBIC,10mbps,42.692673
QUIC,wired,CUBIC,10mbps,43.98041
QUIC,wired,CUBIC,10mbps,44.41791
QUIC,wired,CUBIC,10mbps,45.740246
QUIC,wired,CUBIC,10mbps,46.025597
QUIC,wired,CUBIC,10mbps,47.846676
QUIC,wired,CUBIC,10mbps,47.315033
QUIC,wired,CUBIC,10mbps,47.35007
QUIC,wired,CUBIC,10mbps,43.06976
QUIC,wired,CUBIC,10mbps,42.349335
QUIC,wired,CUBIC,10mbps,42.00435
QUIC,wired,CUBIC,10mbps,42.27993
QUIC,wired,CUBIC,10mbps,40.397385
QUIC,wired,CUBIC,10mbps,40.40994
QUIC,wired,CUBIC,10mbps,39.50262
QUIC,wired,CUBIC,10mbps,35.874176
QUIC,wired,CUBIC,10mbps,35.70396
QUIC,wired,CUBIC,10mbps,36.08755
QUIC,wired,CUBIC,10mbps,38.588463
QUIC,wired,CUBIC,10mbps,40.11754
QUIC,wired,CUBIC,10mbps,42.509174
QUIC,wired,CUBIC,10mbps,43.291553
QUIC,wired,CUBIC,10mbps,43.52999
QUIC,wired,CUBIC,10mbps,45.67241
QUIC,wired,CUBIC,10mbps,46.330826
QUIC,wired,CUBIC,10mbps,46.767815
QUIC,wired,CUBIC,10mbps,46.88437
QUIC,wired,CUBIC,10mbps,48.07444
QUIC,wired,CUBIC,10mbps,48.435112
QUIC,wired,CUBIC,10mbps,49.568104
QUIC,wired,CUBIC,10mbps,49.876385
QUIC,wired,CUBIC,10mbps,48.51469
QUIC,wired,CUBIC,10mbps,48.69424
QUIC,wired,CUBIC,10mbps,48.976746
QUIC,wired,CUBIC,10mbps,50.444683
QUIC,wired,CUBIC,10mbps,51.459133
QUIC,wired,CUBIC,10mbps,51.136135
QUIC,wired,CUBIC,10mbps,50.744648
QUIC,wired,CUBIC,10mbps,51.460144
QUIC,wired,CUBIC,10mbps,51.018696
QUIC,wired,CUBIC,10mbps,51.699028
QUIC,wired,CUBIC,10mbps,52.15823
QUIC,wired,CUBIC,10mbps,53.909496
QUIC,wired,CUBIC,10mbps,53.55386
QUIC,wired,CUBIC,10mbps,53.637253
QUIC,wired,CUBIC,10mbps,54.539726
QUIC,wired,CUBIC,10mbps,55.45791
QUIC,wired,CUBIC,10mbps,55.039974
QUIC,wired,CUBIC,10mbps,56.019917
QUIC,wired,CUBIC,10mbps,55.252735
QUIC,wired,CUBIC,10mbps,54.867416
QUIC,wired,CUBIC,10mbps,55.89267
QUIC,wired,CUBIC,10mbps,56.512356
QUIC,wired,CUBIC,10mbps,57.049637
QUIC,wired,CUBIC,10mbps,57.512672
QUIC,wired,CUBIC,10mbps,58.07148
QUIC,wired,CUBIC,10mbps,58.42084
QUIC,wired,CUBIC,10mbps,58.987743
QUIC,wired,CUBIC,10mbps,59.3633
QUIC,wired,CUBIC,10mbps,59.544746
QUIC,wired,CUBIC,10mbps,60.11813
QUIC,wired,CUBIC,10mbps,60.761086
QUIC,wired,CUBIC,10mbps,60.644012
QUIC,wired,CUBIC,10mbps,60.676605
QUIC,wired,CUBIC,10mbps,60.56871
QUIC,wired,CUBIC,10mbps,60.742554
QUIC,wired,CUBIC,10mbps,60.72994
QUIC,wired,CUBIC,10mbps,59.647247
QUIC,wired,CUBIC,10mbps,59.83073
QUIC,wired,CUBIC,10mbps,59.849422
QUIC,wired,CUBIC,10mbps,60.12052
QUIC,wired,CUBIC,10mbps,60.35545
QUIC,wired,CUBIC,10mbps,60.146202
QUIC,wired,CUBIC,10mbps,60.099136
QUIC,wired,CUBIC,10mbps,60.467274
QUIC,wired,CUBIC,10mbps,58.890614
QUIC,wired,CUBIC,10mbps,59.135986
QUIC,wired,CUBIC,10mbps,59.60768
QUIC,wired,CUBIC,10mbps,59.64641
QUIC,wired,CUBIC,10mbps,59.66043
QUIC,wired,CUBIC,10mbps,60.21923
QUIC,wired,CUBIC,10mbps,60.554996
QUIC,wired,CUBIC,10mbps,60.318264
QUIC,wired,CUBIC,10mbps,59.301064
QUIC,wired,CUBIC,10mbps,59.36441
QUIC,wired,CUBIC,10mbps,59.55379
QUIC,wired,CUBIC,10mbps,59.67486
QUIC,wired,CUBIC,10mbps,59.015297
QUIC,wired,CUBIC,10mbps,58.979794
QUIC,wired,CUBIC,10mbps,59.353336
QUIC,wired,CUBIC,10mbps,60.07487
QUIC,wired,CUBIC,10mbps,59.092762
QUIC,wired,CUBIC,10mbps,59.72221
QUIC,wired,CUBIC,10mbps,59.735718
QUIC,wired,CUBIC,10mbps,59.856514
QUIC,wired,CUBIC,10mbps,59.70564
QUIC,wired,CUBIC,10mbps,59.041416
QUIC,wired,CUBIC,10mbps,59.277767
QUIC,wired,CUBIC,10mbps,59.75742
QUIC,wired,CUBIC,10mbps,60.171936
QUIC,wired,CUBIC,10mbps,61.385784
QUIC,wired,CUBIC,10mbps,60.22156
QUIC,wired,CUBIC,10mbps,60.71293
QUIC,wired,CUBIC,10mbps,60.5984
QUIC,wired,CUBIC,10mbps,60.638897
QUIC,wired,CUBIC,10mbps,60.939648
QUIC,wired,CUBIC,10mbps,60.12142
QUIC,wired,CUBIC,10mbps,60.333576
QUIC,wired,CUBIC,10mbps,60.961704
QUIC,wired,CUBIC,10mbps,60.68453
QUIC,wired,CUBIC,10mbps,61.132034
QUIC,wired,CUBIC,10mbps,60.45142
QUIC,wired,CUBIC,10mbps,59.85137
QUIC,wired,CUBIC,10mbps,60.66713
QUIC,wired,CUBIC,10mbps,61.53842
QUIC,wired,CUBIC,10mbps,62.305843
QUIC,wired,CUBIC,10mbps,62.83983
QUIC,wired,CUBIC,10mbps,63.175037
QUIC,wired,CUBIC,10mbps,62.10859
QUIC,wired,CUBIC,10mbps,60.09505
QUIC,wired,CUBIC,10mbps,60.102943
QUIC,wired,CUBIC,10mbps,59.58924
QUIC,wired,CUBIC,10mbps,60.231445
QUIC,wired,CUBIC,10mbps,59.71185
QUIC,wired,CUBIC,10mbps,59.2858
QUIC,wired,CUBIC,10mbps,57.045628
QUIC,wired,CUBIC,10mbps,56.100243
QUIC,wired,CUBIC,10mbps,53.46584
QUIC,wired,CUBIC,10mbps,54.788944
QUIC,wired,CUBIC,10mbps,52.350224
QUIC,wired,CUBIC,10mbps,52.77071
QUIC,wired,CUBIC,10mbps,51.068977
QUIC,wired,CUBIC,10mbps,52.026413
QUIC,wired,CUBIC,10mbps,50.95592
QUIC,wired,CUBIC,10mbps,52.064095
QUIC,wired,CUBIC,10mbps,51.21793
QUIC,wired,CUBIC,10mbps,51.562866
QUIC,wired,CUBIC,10mbps,47.13988
QUIC,wired,CUBIC,10mbps,47.81111
QUIC,wired,CUBIC,10mbps,48.335815
QUIC,wired,CUBIC,10mbps,47.218597
QUIC,wired,CUBIC,10mbps,48.014236
QUIC,wired,CUBIC,10mbps,48.16655
QUIC,wired,CUBIC,10mbps,48.900055
QUIC,wired,CUBIC,10mbps,48.93332
QUIC,wired,CUBIC,10mbps,48.02307
QUIC,wired,CUBIC,10mbps,48.729076
QUIC,wired,CUBIC,10mbps,48.245354
QUIC,wired,CUBIC,10mbps,48.773235
QUIC,wired,CUBIC,10mbps,49.52156
QUIC,wired,CUBIC,10mbps,49.8057
QUIC,wired,CUBIC,10mbps,48.08537
QUIC,wired,CUBIC,10mbps,48.167984
QUIC,wired,CUBIC,10mbps,47.018627
QUIC,wired,CUBIC,10mbps,47.449818
QUIC,wired,CUBIC,10mbps,44.04434
QUIC,wired,CUBIC,10mbps,45.035503
QUIC,wired,CUBIC,10mbps,44.398296
QUIC,wired,CUBIC,10mbps,45.385223
QUIC,wired,CUBIC,10mbps,44.840103
QUIC,wired,CUBIC,10mbps,44.03608
QUIC,wired,CUBIC,10mbps,43.526344
QUIC,wired,CUBIC,10mbps,43.46939
QUIC,wired,CUBIC,10mbps,43.20692
QUIC,wired,CUBIC,10mbps,38.76516
QUIC,wired,CUBIC,10mbps,39.28062
QUIC,wired,CUBIC,10mbps,40.738583
QUIC,wired,CUBIC,10mbps,43.224472
QUIC,wired,CUBIC,10mbps,45.393295
QUIC,wired,CUBIC,10mbps,46.62022
QUIC,wired,CUBIC,10mbps,47.55465
QUIC,wired,CUBIC,10mbps,49.65198
QUIC,wired,CUBIC,10mbps,49.14056
QUIC,wired,CUBIC,10mbps,50.456688
QUIC,wired,CUBIC,10mbps,50.65408
QUIC,wired,CUBIC,10mbps,51.501263
QUIC,wired,CUBIC,10mbps,52.654514
QUIC,wired,CUBIC,10mbps,54.064594
QUIC,wired,CUBIC,10mbps,55.172367
QUIC,wired,CUBIC,10mbps,55.30865
QUIC,wired,CUBIC,10mbps,56.725636
QUIC,wired,CUBIC,10mbps,57.923504
QUIC,wired,CUBIC,10mbps,58.830776
QUIC,wired,CUBIC,10mbps,58.791992
QUIC,wired,CUBIC,10mbps,59.85631
QUIC,wired,CUBIC,10mbps,61.88991
QUIC,wired,CUBIC,10mbps,61.63167
QUIC,wired,CUBIC,10mbps,60.99555
QUIC,wired,CUBIC,10mbps,61.796673
QUIC,wired,CUBIC,10mbps,62.501186
QUIC,wired,CUBIC,10mbps,62.166615
QUIC,wired,CUBIC,10mbps,62.68738
QUIC,wired,CUBIC,10mbps,62.74668
QUIC,wired,CUBIC,10mbps,62.939926
QUIC,wired,CUBIC,10mbps,63.106537
QUIC,wired,CUBIC,10mbps,62.30148
QUIC,wired,CUBIC,10mbps,63.089504
QUIC,wired,CUBIC,10mbps,60.784157
QUIC,wired,CUBIC,10mbps,61.34638
QUIC,wired,CUBIC,10mbps,61.977943
QUIC,wired,CUBIC,10mbps,62.943825
QUIC,wired,CUBIC,10mbps,64.62211
QUIC,wired,CUBIC,10mbps,64.87698
QUIC,wired,CUBIC,10mbps,64.67387
QUIC,wired,CUBIC,10mbps,64.63795
QUIC,wired,CUBIC,10mbps,64.97679
QUIC,wired,CUBIC,10mbps,63.53294
QUIC,wired,CUBIC,10mbps,63.908295
QUIC,wired,CUBIC,10mbps,64.23887
QUIC,wired,CUBIC,10mbps,63.55787
QUIC,wired,CUBIC,10mbps,64.46549
QUIC,wired,CUBIC,10mbps,65.05794
QUIC,wired,CUBIC,10mbps,65.38508
QUIC,wired,CUBIC,10mbps,65.23936
QUIC,wired,CUBIC,10mbps,64.18826
QUIC,wired,CUBIC,10mbps,64.49659
QUIC,wired,CUBIC,10mbps,65.30066
QUIC,wired,CUBIC,10mbps,65.309715
QUIC,wired,CUBIC,10mbps,65.31966
QUIC,wired,CUBIC,10mbps,64.38351
QUIC,wired,CUBIC,10mbps,64.79462
QUIC,wired,CUBIC,10mbps,66.39403
QUIC,wired,CUBIC,10mbps,66.541954
QUIC,wired,CUBIC,10mbps,65.99279
QUIC,wired,CUBIC,10mbps,65.791534
QUIC,wired,CUBIC,10mbps,66.43747
QUIC,wired,CUBIC,10mbps,66.46137
QUIC,wired,CUBIC,10mbps,66.88247
QUIC,wired,CUBIC,10mbps,66.560745
QUIC,wired,CUBIC,10mbps,66.435135
QUIC,wired,CUBIC,10mbps,65.72402
QUIC,wired,CUBIC,10mbps,66.19164
QUIC,wired,CUBIC,10mbps,65.805504
QUIC,wired,CUBIC,10mbps,62.502853
QUIC,wired,CUBIC,10mbps,62.36066
QUIC,wired,CUBIC,10mbps,63.126095
QUIC,wired,CUBIC,10mbps,63.219025
QUIC,wired,CUBIC,10mbps,62.79667
QUIC,wired,CUBIC,10mbps,62.686234
QUIC,wired,CUBIC,10mbps,61.147434
QUIC,wired,CUBIC,10mbps,57.56936
QUIC,wired,CUBIC,10mbps,55.947083
QUIC,wired,CUBIC,10mbps,51.899597
QUIC,wired,CUBIC,10mbps,51.00058
QUIC,wired,CUBIC,10mbps,50.898518
QUIC,wired,CUBIC,10mbps,49.713474
QUIC,wired,CUBIC,10mbps,49.532417
QUIC,wired,CUBIC,10mbps,49.619915
QUIC,wired,CUBIC,10mbps,49.825813
QUIC,wired,CUBIC,10mbps,49.307953
QUIC,wired,CUBIC,10mbps,49.565575
QUIC,wired,CUBIC,10mbps,49.388958
QUIC,wired,CUBIC,10mbps,51.02295
QUIC,wired,CUBIC,10mbps,51.339146
QUIC,wired,CUBIC,10mbps,51.619587
QUIC,wired,CUBIC,10mbps,51.732143
QUIC,wired,CUBIC,10mbps,51.820152
QUIC,wired,CUBIC,10mbps,51.774666
QUIC,wired,CUBIC,10mbps,51.866203
QUIC,wired,CUBIC,10mbps,49.227074
QUIC,wired,CUBIC,10mbps,48.82564
QUIC,wired,CUBIC,10mbps,48.76029
QUIC,wired,CUBIC,10mbps,48.842762
QUIC,wired,CUBIC,10mbps,48.75439
QUIC,wired,CUBIC,10mbps,48.696606
QUIC,wired,CUBIC,10mbps,48.646847
QUIC,wired,CUBIC,10mbps,49.15068
QUIC,wired,CUBIC,10mbps,50.043774
QUIC,wired,CUBIC,10mbps,49.268658
QUIC,wired,CUBIC,10mbps,48.467632
QUIC,wired,CUBIC,10mbps,49.26717
QUIC,wired,CUBIC,10mbps,49.424675
QUIC,wired,CUBIC,10mbps,50.236122
QUIC,wired,CUBIC,10mbps,49.730675
QUIC,wired,CUBIC,10mbps,49.558903
QUIC,wired,CUBIC,10mbps,49.587406
QUIC,wired,CUBIC,10mbps,49.16064
QUIC,wired,CUBIC,10mbps,47.296978
QUIC,wired,CUBIC,10mbps,47.411617
QUIC,wired,CUBIC,10mbps,48.348083
QUIC,wired,CUBIC,10mbps,48.62753
QUIC,wired,CUBIC,10mbps,48.461582
QUIC,wired,CUBIC,10mbps,49.149952
QUIC,wired,CUBIC,10mbps,49.609783
QUIC,wired,CUBIC,10mbps,49.99216
QUIC,wired,CUBIC,10mbps,48.569702
QUIC,wired,CUBIC,10mbps,49.50583
QUIC,wired,CUBIC,10mbps,50.88184
QUIC,wired,CUBIC,10mbps,51.93144
QUIC,wired,CUBIC,10mbps,51.631508
QUIC,wired,CUBIC,10mbps,52.201008
QUIC,wired,CUBIC,10mbps,51.744072
QUIC,wired,CUBIC,10mbps,52.2966
QUIC,wired,CUBIC,10mbps,52.36041
QUIC,wired,CUBIC,10mbps,53.34864
QUIC,wired,CUBIC,10mbps,54.65993
QUIC,wired,CUBIC,10mbps,54.883816
QUIC,wired,CUBIC,10mbps,55.08767
QUIC,wired,CUBIC,10mbps,55.624393
QUIC,wired,CUBIC,10mbps,56.192863
QUIC,wired,CUBIC,10mbps,54.528473
QUIC,wired,CUBIC,10mbps,55.21452
QUIC,wired,CUBIC,10mbps,52.29176
QUIC,wired,CUBIC,10mbps,52.73154
QUIC,wired,CUBIC,10mbps,52.6059
QUIC,wired,CUBIC,10mbps,52.932766
QUIC,wired,CUBIC,10mbps,52.15017
QUIC,wired,CUBIC,10mbps,52.693752
QUIC,wired,CUBIC,10mbps,52.28185
QUIC,wired,CUBIC,10mbps,51.340977
QUIC,wired,CUBIC,10mbps,48.314384
QUIC,wired,CUBIC,10mbps,47.13291
QUIC,wired,CUBIC,10mbps,48.49781
QUIC,wired,CUBIC,10mbps,47.128403
QUIC,wired,CUBIC,10mbps,48.539177
QUIC,wired,CUBIC,10mbps,47.668743
QUIC,wired,CUBIC,10mbps,46.51202
QUIC,wired,CUBIC,10mbps,47.307537
QUIC,wired,CUBIC,10mbps,43.45568
QUIC,wired,CUBIC,10mbps,41.917465
QUIC,wired,CUBIC,10mbps,41.79358
QUIC,wired,CUBIC,10mbps,41.27504
QUIC,wired,CUBIC,10mbps,40.696896
QUIC,wired,CUBIC,10mbps,41.14556
QUIC,wired,CUBIC,10mbps,41.677307
QUIC,wired,CUBIC,10mbps,39.97788
QUIC,wired,CUBIC,10mbps,40.39669
QUIC,wired,CUBIC,10mbps,39.261646
QUIC,wired,CUBIC,10mbps,39.429226
QUIC,wired,CUBIC,10mbps,40.324345
QUIC,wired,CUBIC,10mbps,40.844894
QUIC,wired,CUBIC,10mbps,41.564922
QUIC,wired,CUBIC,10mbps,40.989635
QUIC,wired,CUBIC,10mbps,42.811897
QUIC,wired,CUBIC,10mbps,43.160034
QUIC,wired,CUBIC,10mbps,43.742607
QUIC,wired,CUBIC,10mbps,42.630283
QUIC,wired,CUBIC,10mbps,42.603916
QUIC,wired,CUBIC,10mbps,42.58401
QUIC,wired,CUBIC,10mbps,44.461456
QUIC,wired,CUBIC,10mbps,44.24962
QUIC,wired,CUBIC,10mbps,45.42487
QUIC,wired,CUBIC,10mbps,47.13774
QUIC,wired,CUBIC,10mbps,49.85308
QUIC,wired,CUBIC,10mbps,47.63624
QUIC,wired,CUBIC,10mbps,46.44489
QUIC,wired,CUBIC,10mbps,47.092297
QUIC,wired,CUBIC,10mbps,46.655434
QUIC,wired,CUBIC,10mbps,46.87826
QUIC,wired,CUBIC,10mbps,47.187088
QUIC,wired,CUBIC,10mbps,46.680515
QUIC,wired,CUBIC,10mbps,46.333363
QUIC,wired,CUBIC,10mbps,45.53809
QUIC,wired,CUBIC,10mbps,44.53563
QUIC,wired,CUBIC,10mbps,40.308792
QUIC,wired,CUBIC,10mbps,39.912228
QUIC,wired,CUBIC,10mbps,39.302525
